description,url,price,images,manufacturer,name
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=295,"655,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusgold32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusgold32-488x488.jpg",Apple,iPhone 7 Plus 32GB Gold EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=304,"740,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plussilver32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plussilver32-488x488.jpg",Apple,iPhone 7 Plus 128GB Silver White EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=306,"860,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusjetblack32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusjetblack32-488x488.jpg",Apple,iPhone 7 Plus 256GB  Jet Black EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=303,"740,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusrozegold32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusrozegold32-488x488.jpg",Apple,iPhone 7 Plus 128GB Rose Gold EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=305,"740,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusred128_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusred128-488x488.jpg",Apple,iPhone 7 Plus 128GB Red EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=310,"895,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plussilver32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plussilver32-488x488.jpg",Apple,iPhone 7 Plus 256GB Silver White EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=309,"861,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusblack32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusblack32-488x488.jpg",Apple,iPhone 7 Plus 256GB Black EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=311,"895,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusrozegold32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusrozegold32-488x488.jpg",Apple,iPhone 7 Plus 256GB Rose Gold EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=307,"860,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusgold32_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusgold32-488x488.jpg",Apple,iPhone 7 Plus 256GB Gold EU
"Από την πρώτη στιγμή που θα χρησιμοποιήσεις το Apple iPhone 7, θα καταλάβεις ότι δεν έχεις ξαναζήσει παρόμοια εμπειρία. Με πωλήσεις πάνω από 1 δισεκατομμύριο κομματία, το iPhone χαρακτηρίζετα πλέον ως “το πιο πετυχημένο προϊόν στην ιστορία της ανθρωπότητας”! Νέο iPhone. Νέα Χαρακτηριστικά.",https://mxstore.gr/index.php?route=product/product&product_id=308,"860,00","https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusred128_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/apple/iphone7plusred128-488x488.jpg",Apple,iPhone 7 Plus 256GB Red EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=312,"560,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8coralblue-488x488.jpg,Samsung,Samsung Galaxy S8 G950 64 GB LTE Coral Blue EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό. Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone.


",https://mxstore.gr/index.php?route=product/product&product_id=313,"560,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8midnightblack-488x488.jpg,Samsung,Samsung Galaxy S8 G950 64 GB LTE MidNight Black EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=319,"650,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8orchidgrey-488x488.jpg,Samsung,Samsung Galaxy S8 Plus G955 64 GB LTE Orchid Grey EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=314,"560,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8orchidgrey-488x488.jpg,Samsung,Samsung Galaxy S8 G950 64 GB LTE Orchid Grey EU
"Οθόνη: 5.7"", RAM: 4GB, Μνήμη: 64GB, Κάμερα: 12MP, Δίκτυο: 4G, Πυρήνες CPU: 2+2, SIM: Single, Μπαταρία: 3000mAh",https://mxstore.gr/index.php?route=product/product&product_id=322,"295,00","https://mxstore.gr/image/cache/catalog/products/htc/htcuultra64gbblack_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/htc/htcuultra64gbblack-488x488.jpg",Htc,HTC U Ultra 64GB Black EU
"Το HUAWEI Mate 10 Pro Dual είναι ένα κομψό και πανέμορφο Smartphone, ελαφρύ και λεπτό, που θα σε συγκινήσει από την πρώτη στιγμή και θα είναι δύσκολο να ξεκολλήσεις τα μάτια σου από πάνω του. Με τον τρόπο αυτό, αποδεικνύει ότι ο σύγχρονος σχεδιασμός δεν απαιτεί ιδιαίτερες πινελιές και προσθήκες, οι λιτές γραμμές μπορεί να είναι το ίδιο εντυπωσιακές και να τραβήξουν την προσοχή σου. Στο ίδιο μήκος κύματος κινείται και η οθόνη αφής 5.9 ιντσών με ελάχιστα περιθώρια, η οποία δένει άψογα με το υπόλοιπο σώμα του Smartphone και προσφέρει μία εικόνα αρμονίας. Σε κάθε περίπτωση, θα απολαύσεις σε αυτήν το αγαπημένο σου περιεχόμενο, από βίντεο, φωτογραφίες, gaming, ανάγνωση βιβλίων, έως και την πλοήγηση στο Internet και στα social media που τόσο λατρεύεις.",https://mxstore.gr/index.php?route=product/product&product_id=324,"610,00","https://mxstore.gr/image/cache/catalog/products/huawei/huawei-mate-10-pro-dual-128gb-brown-gold-eu-frontt-488x488.jpg,https://mxstore.gr/image/cache/catalog/products/huawei/huawei10pro128brown_2-86x86.jpg",Huawei,Huawei Mate 10 Pro Dual 128GB Brown/Gold EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=316,"650,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8silver-488x488.jpg,Samsung,Samsung Galaxy S8 Plus G955 64 GB LTE Arctic Silver EU
"Οθόνη: 5.7"", RAM: 4GB, Μνήμη: 64GB, Κάμερα: 12MP, Δίκτυο: 4G, Πυρήνες CPU: 2+2, SIM: Single, Μπαταρία: 3000mAh",https://mxstore.gr/index.php?route=product/product&product_id=321,"295,00","https://mxstore.gr/image/cache/catalog/products/htc/htcuultra64gbping_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/htc/htcuultra64gbping-488x488.jpg",Htc,HTC U Ultra 64GB Pink EU
" Η LG Electronics παρουσίασε στο MWC 2017 τη νέα της smartphone ναυαρχίδα G6, η οποία έρχεται με νέο format οθόνης που προσφέρει κινηματογραφική εμπειρία θέασης αλλά και νέο ευρυγώνιο φακό.

Πιο αναλυτικά, το LG G6 διαθέτει οθόνη FullVision QHD+ (2.880×1440 pixels) διαγωνίου 5,7 ιντσών, με αναλογία 18:9 κάτι που γίνεται για πρώτη φορά σε ένα smartphone. Σε σύγκριση με το συμβατικό λόγο διαστάσεων 16:9, η αναλογία 18:9 προσφέρει περισσότερο χώρο προβολής και μια πιο συναρπαστική εμπειρία, όταν οι χρήστες παρακολουθούν video ή παίζουν παιχνίδια.

Ωστόσο, παρά τη μεγάλη του οθόνη το LG G6 παραμένει μία συσκευή που χωράει άνετα στο ένα χέρι. Για του λόγου το αληθές, σύμφωνα με την LG, η ομάδα έρευνας εργονομίας του Pennsylvania State University, δοκίμασε το LG G6 για τη σταθερότητα και την άνεση της λαβής του, καθώς και τη μυϊκή κόπωση του κατόχου για μεγάλες χρονικές περιόδους χρήσης. ",https://mxstore.gr/index.php?route=product/product&product_id=326,"360,00",",https://mxstore.gr/image/cache/catalog/products/lg-phone/lgg6h87032gbblue-488x488.jpg",LG,LG G6 H870 32GB Ice Platinum EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=318,"650,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8midnightblack-488x488.jpg,Samsung,Samsung Galaxy S8 Plus G955 64 GB LTE Midnight Black EU
"Το γεμάτο στυλ Samsung Galaxy S8 αναιρεί τα όρια στο σχεδιασμό. Η οθόνη χωρίς όρια ενώνεται πανέμορφα με τις συμμετρικές μεταλλικές άκρες για μια αδιάλειπτη εμφάνιση. Το λεπτό Galaxy S8 διαθέτει εξαιρετικά λεπτό πλαίσιο και λείες, κυρτές άκρες για να δημιουργούν ένα λεπτό σχεδιασμό.
Ο επανασταστικός σχεδιασμός των Galaxy S8 και S8+ ξεκινά από το εσωτερικό τους. Επαναπροσεγγίσαμε κάθε τι συμβατικό σχετικά με τον σχεδιασμό της οθόνης ενός smartphone. ",https://mxstore.gr/index.php?route=product/product&product_id=317,"650,00",https://mxstore.gr/image/cache/catalog/products/samsung/samsungs8coralblue-488x488.jpg,Samsung,Samsung Galaxy S8 Plus G955 64 GB LTE Coral Blue EU
"

Το Nokia 8 υφίσταται μια απαιτητική διαδικασία κατεργασίας, ανοδίωσης και στιλβώματος 40 σταδίων ώστε η ξεχωριστή του σχεδίαση να ενσωματωθεί άψογα στο αλουμινένιο γυαλιστερό σώμα. Το εξαιρετικό στην κατασκευή του ενιαίου σώματος του Νοkia 8 είναι ότι έχει σχεδιαστεί για να ταιριάζει τέλεια στην παλάμη του χεριού σου.",https://mxstore.gr/index.php?route=product/product&product_id=327,"310,00","https://mxstore.gr/image/cache/catalog/products/nokia/nokia8blue_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/nokia/nokia8blue-488x488.jpg",Nokia,Nokia 8 Matte 64GB Blue
"

Το Nokia 8 υφίσταται μια απαιτητική διαδικασία κατεργασίας, ανοδίωσης και στιλβώματος 40 σταδίων ώστε η ξεχωριστή του σχεδίαση να ενσωματωθεί άψογα στο αλουμινένιο γυαλιστερό σώμα. Το εξαιρετικό στην κατασκευή του ενιαίου σώματος του Νοkia 8 είναι ότι έχει σχεδιαστεί για να ταιριάζει τέλεια στην παλάμη του χεριού σου.",https://mxstore.gr/index.php?route=product/product&product_id=328,"348,00","https://mxstore.gr/image/cache/catalog/products/nokia/nokia8silver_2-86x86.jpg,https://mxstore.gr/image/cache/catalog/products/nokia/nokia8silver-488x488.jpg",Nokia,Nokia 8 Matte 64GB Silver
